Document	Matched Term	Code	Concept Name	Semantic Type	Annotations	Certainty	ContextualAspect	ContextualModality	Degree	Experiencer	Permanence	Polarity	Temporality
11175472.txt	computed tomography	RID10321	RID10321		computed/756, tomography/765								
11175472.txt	tomography	RID28840	RID28840		tomography/765								
11175472.txt	lesions	RID3874	RID3874		lesions/819								
11175472.txt	lesions	RID34301	RID34301		lesions/819								
11175472.txt	lesions	RID38780	RID38780		lesions/819								
11175472.txt	lesions	RID39055	RID39055		lesions/819								
11175472.txt	angiography	RID10371	RID10371		angiography/839								
11175472.txt	negative	RID49897	RID49897		negative/888								
11175472.txt	positive	RID49898	RID49898		positive/901								
11175472.txt	mean	RID39224	RID39224		mean/965								
11175472.txt	calcification	RID5196	RID5196		calcification/970								
11175472.txt	calcification coronary coronary coronary	RID50146	RID50146		calcification/970, coronary/1026, coronary/1123, coronary/1170								
11175472.txt	calcification coronary coronary artery coronary artery	RID50146	RID50146		calcification/970, coronary/1026, coronary/1123, artery/1132, coronary/1170, artery/1179								
11175472.txt	patients	RID49815	RID49815		patients/1005								
11175472.txt	severe	RID5673	RID5673		severe/1019								
11175472.txt	severe disease	RID5379	RID5379		severe/1019, disease/1139								
11175472.txt	lesions	RID3874	RID3874		lesions/1035								
11175472.txt	lesions	RID34301	RID34301		lesions/1035								
11175472.txt	lesions	RID38780	RID38780		lesions/1035								
11175472.txt	lesions	RID39055	RID39055		lesions/1035								
11175472.txt	vessels	RID4	RID4		vessels/1078								
11175472.txt	vessels	RID39545	RID39545		vessels/1078								
11175472.txt	vessels artery artery	RID478	RID478		vessels/1078, artery/1132, artery/1179								
11175472.txt	patients	RID49815	RID49815		patients/1109								
11175472.txt	artery	RID478	RID478		artery/1132								
11175472.txt	coronary artery	RID35862	RID35862		coronary/1170, artery/1179								
11175472.txt	coronary artery	RID28727	RID28727		coronary/1170, artery/1179								
11175472.txt	artery	RID478	RID478		artery/1179								
11175472.txt	lesions	RID3874	RID3874		lesions/1186								
11175472.txt	lesions	RID34301	RID34301		lesions/1186								
11175472.txt	lesions	RID38780	RID38780		lesions/1186								
11175472.txt	lesions	RID39055	RID39055		lesions/1186								
11175472.txt	computed tomography	RID10321	RID10321		computed/1224, tomography/1233								
11175472.txt	tomography	RID28840	RID28840		tomography/1233								
11175472.txt	coronary artery	RID35862	RID35862		coronary/1297, artery/1306								
11175472.txt	coronary artery	RID28727	RID28727		coronary/1297, artery/1306								
11175472.txt	coronary artery calcification	RID50146	RID50146		coronary/1297, artery/1306, calcification/1313								
11175472.txt	coronary calcification	RID50146	RID50146		coronary/1297, calcification/1313								
11175472.txt	artery	RID478	RID478		artery/1306								
11175472.txt	calcification	RID5196	RID5196		calcification/1313								
11175472.txt	noninvasive	RID5681	RID5681		noninvasive/1386								
11175472.txt	diagnosis	RID10394	RID10394		diagnosis/1398								
11175472.txt	coronary artery	RID35862	RID35862		coronary/1411, artery/1420								
11175472.txt	coronary artery	RID28727	RID28727		coronary/1411, artery/1420								
11175472.txt	artery	RID478	RID478		artery/1420								
11175472.txt	stenosis	RID5016	RID5016		stenosis/1427								
11175472.txt	artery	RID478	RID478		artery/1457								
11175472.txt	artery coronary	RID35862	RID35862		artery/1457, coronary/1473								
11175472.txt	artery coronary	RID28727	RID28727		artery/1457, coronary/1473								
11175472.txt	artery coronary calcification	RID50146	RID50146		artery/1457, coronary/1473, calcification/1492								
11175472.txt	coronary calcification	RID50146	RID50146		coronary/1473, calcification/1492								
11175472.txt	calcification	RID5196	RID5196		calcification/1492								
11175472.txt	computed tomography	RID10321	RID10321		computed/1507, tomography/1516								
11175472.txt	tomography	RID28840	RID28840		tomography/1516								
11175472.txt	artery	RID478	RID478		artery/1536								
11175472.txt	major	RID5692	RID5692		major/1565								
11175472.txt	morbidity	RID11524	RID11524		morbidity/1581								
11175472.txt	acute	RID5718	RID5718		acute/1644								
11175472.txt	myocardial infarction	RID3236	RID3236		myocardial/1650, infarction/1661								
11175472.txt	infarction	RID5172	RID5172		infarction/1661								
11175472.txt	death	RID34658	RID34658		death/1682								
11175472.txt	first	RID5996	RID5996		first/1695								
11175472.txt	coronary artery	RID35862	RID35862		coronary/1727, artery/1736								
11175472.txt	coronary artery	RID28727	RID28727		coronary/1727, artery/1736								
11175472.txt	artery	RID478	RID478		artery/1736								
11175472.txt	Calcification	RID5196	RID5196		Calcification/1754								
11175472.txt	Calcification coronary arteries coronary	RID50146	RID50146		Calcification/1754, coronary/1789, arteries/1798, coronary/1849								
11175472.txt	Calcification coronary coronary	RID50146	RID50146		Calcification/1754, coronary/1789, coronary/1849								
11175472.txt	intima	RID6253	RID6253		intima/1775								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/1789, arteries/1798								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/1789, arteries/1798								
11175472.txt	arteries	RID28585	RID28585		arteries/1798								
11175472.txt	arteries	RID478	RID478		arteries/1798								
11175472.txt	atherosclerosis	RID39049	RID39049		atherosclerosis/1820								
11175472.txt	advanced	RID38799	RID38799		advanced/1840								
11175472.txt	extensive	RID5685	RID5685		extensive/1930								
11175472.txt	calcification	RID5196	RID5196		calcification/1940								
11175472.txt	calcification coronary arteries	RID50146	RID50146		calcification/1940, coronary/1961, arteries/1970								
11175472.txt	calcification coronary coronary	RID50146	RID50146		calcification/1940, coronary/1961, coronary/1999								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/1961, arteries/1970								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/1961, arteries/1970								
11175472.txt	arteries	RID28585	RID28585		arteries/1970								
11175472.txt	arteries	RID478	RID478		arteries/1970								
11175472.txt	stenoses	RID5016	RID5016		stenoses/2008								
11175472.txt	acute	RID5718	RID5718		acute/2046								
11175472.txt	myocardial infarction	RID3236	RID3236		myocardial/2052, infarction/2063								
11175472.txt	infarction	RID5172	RID5172		infarction/2063								
11175472.txt	lipid	RID5889	RID5889		lipid/2145								
11175472.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/2166, plaque/2182								
11175472.txt	Segments	RID5694	RID5694		Segments/2192								
11175472.txt	Segments arteries	RID13210	RID13210		Segments/2192, arteries/2204								
11175472.txt	Segments arteries	RID13210	RID13210		Segments/2192, arteries/2204								
11175472.txt	arteries	RID28585	RID28585		arteries/2204								
11175472.txt	arteries	RID478	RID478		arteries/2204								
11175472.txt	large	RID5778	RID5778		large/2218								
11175472.txt	calcifications	RID5196	RID5196		calcifications/2224								
11175472.txt	calcifications	RID34642	RID34642		calcifications/2224								
11175472.txt	atherosclerotic plaques	RID3290	RID3290		atherosclerotic/2263, plaques/2279								
11175472.txt	calcifications	RID5196	RID5196		calcifications/2318								
11175472.txt	calcifications	RID34642	RID34642		calcifications/2318								
11175472.txt	lower	RID46058	RID46058		lower/2366								
11175472.txt	patients	RID49815	RID49815		patients/2375								
11175472.txt	coronary artery	RID35862	RID35862		coronary/2400, artery/2409								
11175472.txt	coronary artery	RID28727	RID28727		coronary/2400, artery/2409								
11175472.txt	coronary artery calcifications	RID50146	RID50146		coronary/2400, artery/2409, calcifications/2428								
11175472.txt	coronary calcifications	RID50146	RID50146		coronary/2400, calcifications/2428								
11175472.txt	artery	RID478	RID478		artery/2409								
11175472.txt	calcifications	RID5196	RID5196		calcifications/2428								
11175472.txt	calcifications	RID34642	RID34642		calcifications/2428								
11175472.txt	10	RID6014	RID6014		10/2460								
11175472.txt	11	RID6016	RID6016		11/2463								
11175472.txt	patients	RID49815	RID49815		patients/2486								
11175472.txt	calcifications	RID5196	RID5196		calcifications/2500								
11175472.txt	calcifications	RID34642	RID34642		calcifications/2500								
11175472.txt	calcifications coronary	RID50146	RID50146		calcifications/2500, coronary/2522								
11175472.txt	calcifications coronary arteries	RID50146	RID50146		calcifications/2500, coronary/2522, arteries/2531								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/2522, arteries/2531								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/2522, arteries/2531								
11175472.txt	arteries	RID28585	RID28585		arteries/2531								
11175472.txt	arteries	RID478	RID478		arteries/2531								
11175472.txt	high	RID46060	RID46060		high/2575								
11175472.txt	complications	RID11525	RID11525		complications/2593								
11175472.txt	complications	RID5757	RID5757		complications/2593								
11175472.txt	diagnosis	RID10394	RID10394		diagnosis/2614								
11175472.txt	changes	RID45838	RID45838		changes/2628								
11175472.txt	changes	RID49896	RID49896		changes/2628								
11175472.txt	several	RID5763	RID5763		several/2639								
11175472.txt	several disease	RID5379	RID5379		several/2639, disease/2748								
11175472.txt	morbidity	RID11524	RID11524		morbidity/2709								
11175472.txt	both	RID5770	RID5770		both/2723								
11175472.txt	coronary artery	RID35862	RID35862		coronary/2732, artery/2741								
11175472.txt	coronary artery	RID28727	RID28727		coronary/2732, artery/2741								
11175472.txt	artery	RID478	RID478		artery/2741								
11175472.txt	diagnosis	RID10394	RID10394		diagnosis/2776								
11175472.txt	coronary artery	RID35862	RID35862		coronary/2820, artery/2829								
11175472.txt	coronary artery	RID28727	RID28727		coronary/2820, artery/2829								
11175472.txt	artery	RID478	RID478		artery/2829								
11175472.txt	low	RID46059	RID46059		low/2874								
11175472.txt	noninvasive	RID5681	RID5681		noninvasive/2893								
11175472.txt	asymptomatic	RID38811	RID38811		asymptomatic/2956								
11175472.txt	patients	RID49815	RID49815		patients/2969								
11175472.txt	patients	RID49815	RID49815		patients/2991								
11175472.txt	intervention	RID10381	RID10381		intervention/3007								
11175472.txt	changes	RID45838	RID45838		changes/3024								
11175472.txt	changes	RID49896	RID49896		changes/3024								
11175472.txt	patients	RID49815	RID49815		patients/3078								
11175472.txt	early phase arteries	RID11082	RID11082		early/3092, phase/3134, arteries/3221								
11175472.txt	lesions	RID3874	RID3874		lesions/3098								
11175472.txt	lesions	RID34301	RID34301		lesions/3098								
11175472.txt	lesions	RID38780	RID38780		lesions/3098								
11175472.txt	lesions	RID39055	RID39055		lesions/3098								
11175472.txt	still disease	RID3611	RID3611		still/3109, disease/3275								
11175472.txt	asymptomatic	RID38811	RID38811		asymptomatic/3121								
11175472.txt	phase	RID28698	RID28698		phase/3134								
11175472.txt	phase arteries	RID11080	RID11080		phase/3134, arteries/3221								
11175472.txt	stenoses	RID5016	RID5016		stenoses/3141								
11175472.txt	calcium	RID11800	RID11800		calcium/3191								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/3212, arteries/3221								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/3212, arteries/3221								
11175472.txt	arteries	RID28585	RID28585		arteries/3221								
11175472.txt	arteries	RID478	RID478		arteries/3221								
11175472.txt	patients	RID49815	RID49815		patients/3300								
11175472.txt	new	RID5720	RID5720		new/3367								
11175472.txt	calcifications	RID5196	RID5196		calcifications/3419								
11175472.txt	calcifications	RID34642	RID34642		calcifications/3419								
11175472.txt	calcifications coronary	RID50146	RID50146		calcifications/3419, coronary/3441								
11175472.txt	calcifications coronary arteries	RID50146	RID50146		calcifications/3419, coronary/3441, arteries/3450								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/3441, arteries/3450								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/3441, arteries/3450								
11175472.txt	arteries	RID28585	RID28585		arteries/3450								
11175472.txt	arteries	RID478	RID478		arteries/3450								
11175472.txt	Several	RID5763	RID5763		Several/3463								
11175472.txt	imaging computed computed computed computed	RID12753	RID12753		imaging/3471, computed/3551, computed/3586, computed/3615, computed/3650								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/3499								
11175472.txt	intravascular	RID11159	RID11159		intravascular/3512								
11175472.txt	echography	RID10326	RID10326		echography/3526								
11175472.txt	conventional tomography	RID10358	RID10358		conventional/3538, tomography/3560								
11175472.txt	computed tomography	RID10321	RID10321		computed/3551, tomography/3560								
11175472.txt	tomography	RID28840	RID28840		tomography/3560								
11175472.txt	tomography	RID28840	RID28840		tomography/3595								
11175472.txt	computed tomography	RID10321	RID10321		computed/3615, tomography/3624								
11175472.txt	tomography	RID28840	RID28840		tomography/3624								
11175472.txt	computed tomography	RID10321	RID10321		computed/3650, tomography/3659								
11175472.txt	tomography	RID28840	RID28840		tomography/3659								
11175472.txt	calcification	RID5196	RID5196		calcification/3693								
11175472.txt	calcification coronary	RID50146	RID50146		calcification/3693, coronary/3714								
11175472.txt	calcification coronary arteries	RID50146	RID50146		calcification/3693, coronary/3714, arteries/3723								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/3714, arteries/3723								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/3714, arteries/3723								
11175472.txt	arteries	RID28585	RID28585		arteries/3723								
11175472.txt	arteries	RID478	RID478		arteries/3723								
11175472.txt	Fluoroscopy	RID10361	RID10361		Fluoroscopy/3741								
11175472.txt	identifying patients	RID13159	RID13159		identifying/3794, patients/3806								
11175472.txt	patients	RID49815	RID49815		patients/3806								
11175472.txt	coronary artery	RID35862	RID35862		coronary/3820, artery/3829								
11175472.txt	coronary artery	RID28727	RID28727		coronary/3820, artery/3829								
11175472.txt	artery	RID478	RID478		artery/3829								
11175472.txt	Intravascular	RID11159	RID11159		Intravascular/3852								
11175472.txt	echography	RID10326	RID10326		echography/3866								
11175472.txt	atherosclerosis	RID39049	RID39049		atherosclerosis/3916								
11175472.txt	invasive	RID5680	RID5680		invasive/3970								
11175472.txt	procedure	RID1559	RID1559		procedure/3979								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/4000								
11175472.txt	conventional tomography	RID10358	RID10358		conventional/4016, tomography/4038								
11175472.txt	computed tomography	RID10321	RID10321		computed/4029, tomography/4038								
11175472.txt	tomography	RID28840	RID28840		tomography/4038								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/4094								
11175472.txt	calcifications	RID5196	RID5196		calcifications/4120								
11175472.txt	calcifications	RID34642	RID34642		calcifications/4120								
11175472.txt	calcifications coronary	RID50146	RID50146		calcifications/4120, coronary/4142								
11175472.txt	calcifications coronary arteries	RID50146	RID50146		calcifications/4120, coronary/4142, arteries/4151								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/4142, arteries/4151								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/4142, arteries/4151								
11175472.txt	arteries	RID28585	RID28585		arteries/4151								
11175472.txt	arteries	RID478	RID478		arteries/4151								
11175472.txt	Calcium	RID11800	RID11800		Calcium/4161								
11175472.txt	Computed tomography	RID10321	RID10321		Computed/4240, tomography/4249								
11175472.txt	tomography	RID28840	RID28840		tomography/4249								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/4290								
11175472.txt	calcification	RID5196	RID5196		calcification/4316								
11175472.txt	calcium	RID11800	RID11800		calcium/4357								
11175472.txt	deposits	RID5187	RID5187		deposits/4365								
11175472.txt	al	RID11786	RID11786		al/4401								
11175472.txt	computed tomography	RID10321	RID10321		computed/4438, tomography/4447								
11175472.txt	tomography	RID28840	RID28840		tomography/4447								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/4478								
11175472.txt	moderate	RID5672	RID5672		moderate/4530								
11175472.txt	calcifications	RID5196	RID5196		calcifications/4539								
11175472.txt	calcifications	RID34642	RID34642		calcifications/4539								
11175472.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/4579								
11175472.txt	computed tomography	RID10321	RID10321		computed/4738, tomography/4747								
11175472.txt	computed image image	RID12753	RID12753		computed/4738, image/4796, image/4845								
11175472.txt	tomography	RID28840	RID28840		tomography/4747								
11175472.txt	high	RID46060	RID46060		high/4762								
11175472.txt	high resolution	RID35736	RID35736		high/4762, resolution/4767								
11175472.txt	contrast image image	RID39045	RID39045		contrast/4778, image/4796, image/4845								
11175472.txt	contrast image image	RID39045	RID39045		contrast/4778, image/4796, image/4845								
11175472.txt	rapid	RID34329	RID34329		rapid/4790								
11175472.txt	image acquisition	RID28917	RID28917		image/4796, acquisition/4802								
11175472.txt	acquisition	RID28660	RID28660		acquisition/4802								
11175472.txt	blurring	RID11424	RID11424		blurring/4851								
11175472.txt	heart	RID1385	RID1385		heart/4867								
11175472.txt	high	RID46060	RID46060		high/4906								
11175472.txt	calcium	RID11800	RID11800		calcium/4937								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/4952, arteries/4961								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/4952, arteries/4961								
11175472.txt	arteries	RID28585	RID28585		arteries/4961								
11175472.txt	arteries	RID478	RID478		arteries/4961								
11175472.txt	calcium	RID11800	RID11800		calcium/4988								
11175472.txt	coronary artery	RID35862	RID35862		coronary/5039, artery/5048								
11175472.txt	coronary artery	RID28727	RID28727		coronary/5039, artery/5048								
11175472.txt	artery	RID478	RID478		artery/5048								
11175472.txt	computed tomography	RID10321	RID10321		computed/5097, tomography/5106								
11175472.txt	tomography	RID28840	RID28840		tomography/5106								
11175472.txt	noninvasive	RID5681	RID5681		noninvasive/5122								
11175472.txt	computed tomography	RID10321	RID10321		computed/5237, tomography/5246								
11175472.txt	tomography	RID28840	RID28840		tomography/5246								
11175472.txt	present	RID28472	RID28472		present/5371								
11175472.txt	patients	RID49815	RID49815		patients/5408								
11175472.txt	patients ages	RID13163	RID13163		patients/5408, ages/5463								
11175472.txt	males	RID5653	RID5653		males/5429								
11175472.txt	females	RID5654	RID5654		females/5449								
11175472.txt	ages	RID11854	RID11854		ages/5463								
11175472.txt	mean	RID39224	RID39224		mean/5498								
11175472.txt	angiography	RID10371	RID10371		angiography/5545								
11175472.txt	chest	RID1243	RID1243		chest/5568								
11175472.txt	chest pain	RID45774	RID45774		chest/5568, pain/5574								
11175472.txt	pain	RID28803	RID28803		pain/5574								
11175472.txt	suggestive	RID39481	RID39481		suggestive/5579								
11175472.txt	without	RID49854	RID49854		without/5638								
11175472.txt	previous	RID5726	RID5726		previous/5646								
11175472.txt	angiography	RID10371	RID10371		angiography/5696								
11175472.txt	patients	RID49815	RID49815		patients/5713								
11175472.txt	assessment	RID36026	RID36026		assessment/5744								
11175472.txt	mean	RID39224	RID39224		mean/5760								
11175472.txt	angiography	RID10371	RID10371		angiography/5796								
11175472.txt	computed tomography	RID10321	RID10321		computed/5820, tomography/5829								
11175472.txt	tomography	RID28840	RID28840		tomography/5829								
11175472.txt	patient	RID49815	RID49815		patient/5893								
11175472.txt	computed tomography	RID10321	RID10321		computed/5919, tomography/5928								
11175472.txt	tomography	RID28840	RID28840		tomography/5928								
11175472.txt	computed tomography	RID10321	RID10321		computed/6042, tomography/6051								
11175472.txt	computed images	RID12753	RID12753		computed/6042, images/6152								
11175472.txt	tomography	RID28840	RID28840		tomography/6051								
11175472.txt	double images contrast	RID46065	RID46065		double/6117, images/6152, contrast/6181								
11175472.txt	images contrast	RID39045	RID39045		images/6152, contrast/6181								
11175472.txt	images contrast	RID39045	RID39045		images/6152, contrast/6181								
11175472.txt	without	RID49854	RID49854		without/6173								
11175472.txt	medium	RID5775	RID5775		medium/6190								
11175472.txt	injection	RID28842	RID28842		injection/6197								
11175472.txt	second	RID5998	RID5998		second/6231								
11175472.txt	contiguous	RID39044	RID39044		contiguous/6243								
11175472.txt	thickness	RID28672	RID28672		thickness/6420								
11175472.txt	thickness sections	RID12398	RID12398		thickness/6420, sections/6437								
11175472.txt	total	RID5689	RID5689		total/6487								
11175472.txt	procedure	RID1559	RID1559		procedure/6509								
11175472.txt	10	RID6014	RID6014		10/6523								
11175472.txt	calcification	RID5196	RID5196		calcification/6555								
11175472.txt	calcification coronary	RID50146	RID50146		calcification/6555, coronary/6748								
11175472.txt	calcification artery coronary artery	RID50146	RID50146		calcification/6555, artery/6729, coronary/6748, artery/6757								
11175472.txt	contiguous	RID39044	RID39044		contiguous/6593								
11175472.txt	first	RID5996	RID5996		first/6632								
11175472.txt	first	RID5996	RID5996		first/6664								
11175472.txt	trunk	RID2467	RID2467		trunk/6693								
11175472.txt	trunk artery artery	RID35838	RID35838		trunk/6693, artery/6729, artery/6757								
11175472.txt	trunk artery artery	RID35838	RID35838		trunk/6693, artery/6729, artery/6757								
11175472.txt	anterior	RID5818	RID5818		anterior/6709								
11175472.txt	anterior descending	RID490	RID490		anterior/6709, descending/6718								
11175472.txt	descending	RID5955	RID5955		descending/6718								
11175472.txt	artery	RID478	RID478		artery/6729								
11175472.txt	artery left coronary artery	RID486	RID486		artery/6729, left/6743, coronary/6748, artery/6757								
11175472.txt	artery coronary artery	RID35862	RID35862		artery/6729, coronary/6748, artery/6757								
11175472.txt	artery coronary artery	RID28727	RID28727		artery/6729, coronary/6748, artery/6757								
11175472.txt	left	RID5824	RID5824		left/6743								
11175472.txt	cm	RID11952	RID11952		cm/6784								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/6803, arteries/6812								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/6803, arteries/6812								
11175472.txt	arteries	RID28585	RID28585		arteries/6812								
11175472.txt	arteries	RID478	RID478		arteries/6812								
11175472.txt	longitudinal	RID5855	RID5855		longitudinal/6837								
11175472.txt	axis	RID7747	RID7747		axis/6850								
11175472.txt	patient	RID49815	RID49815		patient/6862								
11175472.txt	extension	RID10427	RID10427		extension/6888								
11175472.txt	coronary calcification	RID50146	RID50146		coronary/6901, calcification/6910								
11175472.txt	calcification	RID5196	RID5196		calcification/6910								
11175472.txt	contiguous	RID39044	RID39044		contiguous/6954								
11175472.txt	calcified	RID5747	RID5747		calcified/6979								
11175472.txt	lesion	RID3874	RID3874		lesion/6989								
11175472.txt	lesion	RID34301	RID34301		lesion/6989								
11175472.txt	lesion	RID38780	RID38780		lesion/6989								
11175472.txt	lesion	RID39055	RID39055		lesion/6989								
11175472.txt	coronary artery	RID35862	RID35862		coronary/7030, artery/7039								
11175472.txt	coronary artery	RID28727	RID28727		coronary/7030, artery/7039								
11175472.txt	artery	RID478	RID478		artery/7039								
11175472.txt	density	RID3874	RID3874		density/7065								
11175472.txt	Hounsfield units	RID39161	RID39161		Hounsfield/7086, units/7097								
11175472.txt	HU	RID39161	RID39161		HU/7104								
11175472.txt	Heart	RID1385	RID1385		Heart/7234								
11175472.txt	all	RID5769	RID5769		all/7269								
11175472.txt	lesion	RID3874	RID3874		lesion/7395								
11175472.txt	lesion	RID34301	RID34301		lesion/7395								
11175472.txt	lesion	RID38780	RID38780		lesion/7395								
11175472.txt	lesion	RID39055	RID39055		lesion/7395								
11175472.txt	calculations	RID12780	RID12780		calculations/7415								
11175472.txt	lesion	RID3874	RID3874		lesion/7447								
11175472.txt	lesion	RID34301	RID34301		lesion/7447								
11175472.txt	lesion	RID38780	RID38780		lesion/7447								
11175472.txt	lesion	RID39055	RID39055		lesion/7447								
11175472.txt	density	RID3874	RID3874		density/7471								
11175472.txt	Heart	RID1385	RID1385		Heart/7527								
11175472.txt	al	RID11786	RID11786		al/7613								
11175472.txt	minimum	RID39163	RID39163		minimum/7626								
11175472.txt	HU	RID39161	RID39161		HU/7650								
11175472.txt	HU	RID39161	RID39161		HU/7740								
11175472.txt	HU	RID39161	RID39161		HU/7765								
11175472.txt	HU	RID39161	RID39161		HU/7790								
11175472.txt	region interest calculated	RID12781	RID12781		region/7833, interest/7843, calculated/7856								
11175472.txt	interest area	RID13066	RID13066		interest/7843, area/7912								
11175472.txt	total	RID5689	RID5689		total/7922								
11175472.txt	calcification	RID5196	RID5196		calcification/7928								
11175472.txt	angiography	RID10371	RID10371		angiography/8013								
11175472.txt	multiple	RID5765	RID5765		multiple/8083								
11175472.txt	oblique projections	RID10528	RID10528		oblique/8092, projections/8100								
11175472.txt	projections	RID10511	RID10511		projections/8100								
11175472.txt	Stenoses	RID5016	RID5016		Stenoses/8113								
11175472.txt	coronary arteries	RID35862	RID35862		coronary/8145, arteries/8154								
11175472.txt	coronary arteries	RID28727	RID28727		coronary/8145, arteries/8154								
11175472.txt	arteries	RID28585	RID28585		arteries/8154								
11175472.txt	arteries	RID478	RID478		arteries/8154								
11175472.txt	no	RID28475	RID28475		no/8347								
11175472.txt	coronary artery	RID35862	RID35862		coronary/8350, artery/8359								
11175472.txt	coronary artery	RID28727	RID28727		coronary/8350, artery/8359								
11175472.txt	artery	RID478	RID478		artery/8359								
11175472.txt	lesion	RID3874	RID3874		lesion/8366								
11175472.txt	lesion	RID34301	RID34301		lesion/8366								
11175472.txt	lesion	RID38780	RID38780		lesion/8366								
11175472.txt	lesion	RID39055	RID39055		lesion/8366								
11175472.txt	lesion	RID3874	RID3874		lesion/8425								
11175472.txt	lesion	RID34301	RID34301		lesion/8425								
11175472.txt	lesion	RID38780	RID38780		lesion/8425								
11175472.txt	lesion	RID39055	RID39055		lesion/8425								
11175472.txt	diameter	RID13432	RID13432		diameter/8469								
11175472.txt	major	RID5692	RID5692		major/8501								
11175472.txt	coronary right coronary artery	RID544	RID544		coronary/8507, right/8526, coronary/8532, artery/8541								
11175472.txt	right	RID5825	RID5825		right/8526								
11175472.txt	right coronary	RID544	RID544		right/8526, coronary/8532								
11175472.txt	coronary artery	RID35862	RID35862		coronary/8532, artery/8541								
11175472.txt	coronary artery	RID28727	RID28727		coronary/8532, artery/8541								
11175472.txt	artery	RID478	RID478		artery/8541								
11175472.txt	anterior	RID5818	RID5818		anterior/8549								
11175472.txt	descending	RID5955	RID5955		descending/8558								
11175472.txt	artery	RID478	RID478		artery/8569								
11175472.txt	artery	RID478	RID478		artery/8585								
11175472.txt	stenosis	RID5016	RID5016		stenosis/8627								
11175472.txt	calcification	RID5196	RID5196		calcification/8814								
11175472.txt	calcification coronary artery coronary	RID50146	RID50146		calcification/8814, coronary/8852, artery/8861, coronary/8922								
11175472.txt	calcification coronary coronary	RID50146	RID50146		calcification/8814, coronary/8852, coronary/8922								
11175472.txt	coronary artery	RID35862	RID35862		coronary/8852, artery/8861								
11175472.txt	coronary artery	RID28727	RID28727		coronary/8852, artery/8861								
11175472.txt	artery	RID478	RID478		artery/8861								
