Document	Matched Term	Code	Concept Name	Semantic Type	Annotations	Certainty	ContextualAspect	ContextualModality	Degree	Experiencer	Permanence	Polarity	Temporality
14997857.txt	coronary artery	RID35862	RID35862		coronary/1287, artery/1296								
14997857.txt	coronary artery	RID28727	RID28727		coronary/1287, artery/1296								
14997857.txt	diagnosis	RID10394	RID10394		diagnosis/1312								
14997857.txt	Atherosclerosis	RID39049	RID39049		Atherosclerosis/1331								
14997857.txt	major	RID5692	RID5692		major/1352								
14997857.txt	high risk	RID46067	RID46067		high/1477, risk/1482								
14997857.txt	therapies	RID8	RID8		therapies/1548								
14997857.txt	change	RID49896	RID49896		change/1571								
14997857.txt	no	RID28475	RID28475		no/1897								
14997857.txt	previous	RID5726	RID5726		previous/1900								
14997857.txt	symptoms	RID39050	RID39050		symptoms/1909								
14997857.txt	limitations	RID5684	RID5684		limitations/2024								
14997857.txt	high	RID46060	RID46060		high/2066								
14997857.txt	deaths	RID34658	RID34658		deaths/2121								
14997857.txt	myocardial infarctions	RID3236	RID3236		myocardial/2137, infarctions/2148								
14997857.txt	low	RID46059	RID46059		low/2195								
14997857.txt	intermediate	RID5775	RID5775		intermediate/2203								
14997857.txt	assessment	RID36026	RID36026		assessment/2281								
14997857.txt	atherosclerosis	RID39049	RID39049		atherosclerosis/2307								
14997857.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/2418, plaque/2434								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/2499, artery/2508, calcification/2515								
14997857.txt	computed tomography	RID10321	RID10321		computed/2560, tomography/2569								
14997857.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/2637, plaque/2653								
14997857.txt	ultrasound	RID10326	RID10326		ultrasound/2709								
14997857.txt	10	RID6014	RID6014		10/2735								
14997857.txt	computed tomography	RID10321	RID10321		computed/2753, tomography/2762								
14997857.txt	noninvasive	RID5681	RID5681		noninvasive/2778								
14997857.txt	calcification	RID5196	RID5196		calcification/2819								
14997857.txt	artery	RID478	RID478		artery/2836								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/2878, artery/2887, calcification/2894								
14997857.txt	CT	RID10321	RID10321		CT/2923								
14997857.txt	marker	RID49905	RID49905		marker/2940								
14997857.txt	calcium scores	RID28808	RID28808		calcium/3087, scores/3095								
14997857.txt	coronary artery	RID35862	RID35862		coronary/3196, artery/3205								
14997857.txt	coronary artery	RID28727	RID28727		coronary/3196, artery/3205								
14997857.txt	calcium scores	RID28808	RID28808		calcium/3212, scores/3220								
14997857.txt	whites	RID39151	RID39151		whites/3268								
14997857.txt	asymptomatic	RID38811	RID38811		asymptomatic/3276								
14997857.txt	computed tomography	RID10321	RID10321		computed/3328, tomography/3337								
14997857.txt	asymptomatic	RID38811	RID38811		asymptomatic/3379								
14997857.txt	computed tomography	RID10321	RID10321		computed/3445, tomography/3454								
14997857.txt	Diagnostic	RID39446	RID39446		Diagnostic/3480								
14997857.txt	indication	RID49442	RID49442		indication/3588								
14997857.txt	patients	RID49815	RID49815		patients/3638								
14997857.txt	routine	RID10392	RID10392		routine/3650								
14997857.txt	assessments	RID36026	RID36026		assessments/3658								
14997857.txt	diagnosis	RID10394	RID10394		diagnosis/3699								
14997857.txt	angiography catheter	RID10365	RID10365		angiography/3750, catheter/3781								
14997857.txt	coronary artery	RID35862	RID35862		coronary/3793, artery/3802								
14997857.txt	coronary artery	RID28727	RID28727		coronary/3793, artery/3802								
14997857.txt	surgery	RID1560	RID1560		surgery/3816								
14997857.txt	CT	RID10321	RID10321		CT/3839								
14997857.txt	imaging procedure	RID13060	RID13060		imaging/3949, procedure/3957								
14997857.txt	heart	RID1385	RID1385		heart/3989								
14997857.txt	thickness	RID28672	RID28672		thickness/4002								
14997857.txt	Coronary artery calcification	RID50146	RID50146		Coronary/4134, artery/4143, calcification/4150								
14997857.txt	contiguous	RID39044	RID39044		contiguous/4196								
14997857.txt	attenuation	RID28662	RID28662		attenuation/4219								
14997857.txt	Hounsfield units	RID39161	RID39161		Hounsfield/4249, units/4260								
14997857.txt	calcium score	RID28808	RID28808		calcium/4280, score/4288								
14997857.txt	calcification	RID5196	RID5196		calcification/4347								
14997857.txt	attenuation	RID28662	RID28662		attenuation/4434								
14997857.txt	Hounsfield units	RID39161	RID39161		Hounsfield/4548, units/4559								
14997857.txt	Hounsfield units	RID39161	RID39161		Hounsfield/4601, units/4612								
14997857.txt	calcium score	RID28808	RID28808		calcium/4718, score/4726								
14997857.txt	all	RID5769	RID5769		all/4747								
14997857.txt	all	RID5769	RID5769		all/4761								
14997857.txt	coronary arteries	RID35862	RID35862		coronary/4765, arteries/4774								
14997857.txt	coronary arteries	RID28727	RID28727		coronary/4765, arteries/4774								
14997857.txt	all	RID5769	RID5769		all/4786								
14997857.txt	Diagnostics	RID39446	RID39446		Diagnostics/4868								
14997857.txt	calculations	RID12780	RID12780		calculations/4930								
14997857.txt	after	RID39330	RID39330		after/4943								
14997857.txt	calcium	RID11800	RID11800		calcium/4975								
14997857.txt	groups	RID5700	RID5700		groups/5033								
14997857.txt	mean	RID39224	RID39224		mean/5137								
14997857.txt	median	RID5846	RID5846		median/5143								
14997857.txt	deviation	RID10445	RID10445		deviation/5163								
14997857.txt	groups	RID5700	RID5700		groups/5245								
14997857.txt	not evaluated	RID39225	RID39225		not/5392, evaluated/5409								
14997857.txt	calcium scores	RID28808	RID28808		calcium/5514, scores/5522								
14997857.txt	coronary artery	RID35862	RID35862		coronary/5562, artery/5571								
14997857.txt	coronary artery	RID28727	RID28727		coronary/5562, artery/5571								
14997857.txt	calcium scores	RID28808	RID28808		calcium/5578, scores/5586								
14997857.txt	groups	RID5700	RID5700		groups/5645								
14997857.txt	measures	RID10409	RID10409		measures/5664								
14997857.txt	RM	RID26391	RID26391		RM/5700								
14997857.txt	mean	RID39224	RID39224		mean/5815								
14997857.txt	deviation	RID10445	RID10445		deviation/5830								
14997857.txt	calcium score	RID28808	RID28808		calcium/5918, score/5926								
14997857.txt	mean	RID39224	RID39224		mean/5974								
14997857.txt	median	RID5846	RID5846		median/5980								
14997857.txt	deviation	RID10445	RID10445		deviation/6000								
14997857.txt	coronary artery	RID35862	RID35862		coronary/6013, artery/6022								
14997857.txt	coronary artery	RID28727	RID28727		coronary/6013, artery/6022								
14997857.txt	calcium scores	RID28808	RID28808		calcium/6029, scores/6037								
14997857.txt	calcium score	RID28808	RID28808		calcium/6182, score/6190								
14997857.txt	groups	RID5700	RID5700		groups/6261								
14997857.txt	median artery	RID45107	RID45107		median/6347, artery/6366								
14997857.txt	coronary artery	RID35862	RID35862		coronary/6357, artery/6366								
14997857.txt	coronary artery	RID28727	RID28727		coronary/6357, artery/6366								
14997857.txt	calcium scores	RID28808	RID28808		calcium/6373, scores/6381								
14997857.txt	calcium scores	RID28808	RID28808		calcium/6430, scores/6438								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/6563, artery/6572, calcification/6579								
14997857.txt	computed tomography	RID10321	RID10321		computed/6606, tomography/6615								
14997857.txt	assess	RID36026	RID36026		assess/6668								
14997857.txt	Coronary artery	RID35862	RID35862		Coronary/6735, artery/6744								
14997857.txt	Coronary artery	RID28727	RID28727		Coronary/6735, artery/6744								
14997857.txt	calcium scores	RID28808	RID28808		calcium/6751, scores/6759								
14997857.txt	diagnostic	RID39446	RID39446		diagnostic/6813								
14997857.txt	first	RID5996	RID5996		first/6868								
14997857.txt	calcium scores	RID28808	RID28808		calcium/6899, scores/6907								
14997857.txt	computed tomography	RID10321	RID10321		computed/6936, tomography/6945								
14997857.txt	no	RID28475	RID28475		no/7005								
14997857.txt	calcium scores	RID28808	RID28808		calcium/7050, scores/7058								
14997857.txt	calcium scores	RID28808	RID28808		calcium/7134, scores/7142								
14997857.txt	coronary artery	RID35862	RID35862		coronary/7214, artery/7223								
14997857.txt	coronary artery	RID28727	RID28727		coronary/7214, artery/7223								
14997857.txt	composition	RID39409	RID39409		composition/7287								
14997857.txt	coronary artery	RID35862	RID35862		coronary/7337, artery/7346								
14997857.txt	coronary artery	RID28727	RID28727		coronary/7337, artery/7346								
14997857.txt	calcium scores	RID28808	RID28808		calcium/7353, scores/7361								
14997857.txt	high	RID46060	RID46060		high/7375								
14997857.txt	deviations	RID10445	RID10445		deviations/7472								
14997857.txt	deviations	RID5839	RID5839		deviations/7472								
14997857.txt	average	RID39165	RID39165		average/7499								
14997857.txt	mean	RID39224	RID39224		mean/7549								
14997857.txt	inadequate	RID39106	RID39106		inadequate/7585								
14997857.txt	median	RID5846	RID5846		median/7673								
14997857.txt	all	RID5769	RID5769		all/7723								
14997857.txt	groups	RID5700	RID5700		groups/7739								
14997857.txt	score calcium	RID28808	RID28808		score/7767, calcium/7876								
14997857.txt	median	RID5846	RID5846		median/7802								
14997857.txt	increased	RID36043	RID36043		increased/7891								
14997857.txt	small	RID5774	RID5774		small/7973								
14997857.txt	comparison	RID28483	RID28483		comparison/8058								
14997857.txt	calcification coronary artery	RID50146	RID50146		calcification/8072, coronary/8086, artery/8095								
14997857.txt	medians	RID5846	RID5846		medians/8170								
14997857.txt	no	RID28475	RID28475		no/8200								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/8415, artery/8424, calcification/8431								
14997857.txt	ages	RID11854	RID11854		ages/8457								
14997857.txt	calcium score	RID28808	RID28808		calcium/8609, score/8617								
14997857.txt	atherosclerosis	RID39049	RID39049		atherosclerosis/8646								
14997857.txt	high	RID46060	RID46060		high/8693								
14997857.txt	blood	RID1543	RID1543		blood/8698								
14997857.txt	pressure	RID13034	RID13034		pressure/8704								
14997857.txt	not evaluated	RID39225	RID39225		not/8732, evaluated/8736								
14997857.txt	US	RID10326	RID10326		US/8825								
14997857.txt	computed tomography	RID10321	RID10321		computed/8913, tomography/8922								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/8933, artery/8942, calcification/8949								
14997857.txt	density	RID3874	RID3874		density/9002								
14997857.txt	tissues	RID13298	RID13298		tissues/9055								
14997857.txt	fast	RID34329	RID34329		fast/9074								
14997857.txt	CT	RID10321	RID10321		CT/9079								
14997857.txt	image acquisition rate	RID12509	RID12509		image/9156, acquisition/9162, rate/9174								
14997857.txt	reduces	RID49912	RID49912		reduces/9228								
14997857.txt	artifacts	RID11296	RID11296		artifacts/9248								
14997857.txt	gold	RID11918	RID11918		gold/9294								
14997857.txt	calcification	RID5196	RID5196		calcification/9336								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/9380, artery/9389, calcification/9396								
14997857.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/9424								
14997857.txt	pathology	RID4736	RID4736		pathology/9439								
14997857.txt	known	RID39120	RID39120		known/9486								
14997857.txt	research	RID35966	RID35966		research/9522								
14997857.txt	suggests	RID39481	RID39481		suggests/9531								
14997857.txt	calcium	RID11800	RID11800		calcium/9545								
14997857.txt	present	RID28472	RID28472		present/9561								
14997857.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/9576, plaque/9592								
14997857.txt	lesion	RID3874	RID3874		lesion/9631								
14997857.txt	lesion	RID34301	RID34301		lesion/9631								
14997857.txt	lesion	RID38780	RID38780		lesion/9631								
14997857.txt	lesion	RID39055	RID39055		lesion/9631								
14997857.txt	calcium	RID11800	RID11800		calcium/9700								
14997857.txt	means	RID39224	RID39224		means/9733								
14997857.txt	invasive	RID5680	RID5680		invasive/9754								
14997857.txt	lesion	RID3874	RID3874		lesion/9782								
14997857.txt	lesion	RID34301	RID34301		lesion/9782								
14997857.txt	lesion	RID38780	RID38780		lesion/9782								
14997857.txt	lesion	RID39055	RID39055		lesion/9782								
14997857.txt	progresses	RID39162	RID39162		progresses/9789								
14997857.txt	cells	RID39348	RID39348		cells/9848								
14997857.txt	fibrous	RID5879	RID5879		fibrous/9858								
14997857.txt	tissue	RID13298	RID13298		tissue/9866								
14997857.txt	calcium	RID11800	RID11800		calcium/9874								
14997857.txt	basis	RID5949	RID5949		basis/9923								
14997857.txt	intima	RID6253	RID6253		intima/9936								
14997857.txt	computed tomography	RID10321	RID10321		computed/9981, tomography/9990								
14997857.txt	al	RID11786	RID11786		al/10012								
14997857.txt	caudal	RID5832	RID5832		caudal/10088								
14997857.txt	coronary arteries	RID35862	RID35862		coronary/10111, arteries/10120								
14997857.txt	coronary arteries	RID28727	RID28727		coronary/10111, arteries/10120								
14997857.txt	calcium	RID11800	RID11800		calcium/10139								
14997857.txt	all	RID5769	RID5769		all/10158								
14997857.txt	lesions	RID3874	RID3874		lesions/10162								
14997857.txt	lesions	RID34301	RID34301		lesions/10162								
14997857.txt	lesions	RID38780	RID38780		lesions/10162								
14997857.txt	lesions	RID39055	RID39055		lesions/10162								
14997857.txt	calcium	RID11800	RID11800		calcium/10209								
14997857.txt	amount	RID5761	RID5761		amount/10225								
14997857.txt	atherosclerosis	RID39049	RID39049		atherosclerosis/10235								
14997857.txt	coronary artery	RID35862	RID35862		coronary/10259, artery/10268								
14997857.txt	coronary artery	RID28727	RID28727		coronary/10259, artery/10268								
14997857.txt	calcification	RID5196	RID5196		calcification/10290								
14997857.txt	without	RID49854	RID49854		without/10304								
14997857.txt	injuries	RID4628	RID4628		injuries/10312								
14997857.txt	no	RID28475	RID28475		no/10339								
14997857.txt	obstruction	RID4962	RID4962		obstruction/10354								
14997857.txt	lumen	RID5969	RID5969		lumen/10382								
14997857.txt	calcium	RID11800	RID11800		calcium/10449								
14997857.txt	measure	RID10409	RID10409		measure/10474								
14997857.txt	coronary artery	RID35862	RID35862		coronary/10496, artery/10505								
14997857.txt	coronary artery	RID28727	RID28727		coronary/10496, artery/10505								
14997857.txt	al	RID11786	RID11786		al/10553								
14997857.txt	calcium	RID11800	RID11800		calcium/10599								
14997857.txt	computed tomography	RID10321	RID10321		computed/10620, tomography/10629								
14997857.txt	hearts	RID1385	RID1385		hearts/10643								
14997857.txt	ultrasound	RID10326	RID10326		ultrasound/10749								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/10776, artery/10785, calcification/10792								
14997857.txt	10	RID6014	RID6014		10/10842								
14997857.txt	Several	RID5763	RID5763		Several/10927								
14997857.txt	asymptomatic	RID38811	RID38811		asymptomatic/10946								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/11032, artery/11041, calcification/11048								
14997857.txt	obstruction	RID4962	RID4962		obstruction/11067								
14997857.txt	computed tomography	RID10321	RID10321		computed/11145, tomography/11154								
14997857.txt	diagnosis	RID10394	RID10394		diagnosis/11173								
14997857.txt	coronary artery	RID35862	RID35862		coronary/11186, artery/11195								
14997857.txt	coronary artery	RID28727	RID28727		coronary/11186, artery/11195								
14997857.txt	obstruction	RID4962	RID4962		obstruction/11202								
14997857.txt	screening	RID28817	RID28817		screening/11296								
14997857.txt	stenoses	RID5016	RID5016		stenoses/11319								
14997857.txt	tomography	RID28840	RID28840		tomography/11355								
14997857.txt	lies	RID11766	RID11766		lies/11366								
14997857.txt	high risk	RID46067	RID46067		high/11413, risk/11418								
14997857.txt	intermediate	RID5775	RID5775		intermediate/11570								
14997857.txt	tests	RID6784	RID6784		tests/11725								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/11849, artery/11858, calcification/11865								
14997857.txt	increased	RID36043	RID36043		increased/11898								
14997857.txt	absence	RID34780	RID34780		absence/11947								
14997857.txt	follow up	RID35965	RID35965		follow/12017, up/12024								
14997857.txt	Coronary artery	RID35862	RID35862		Coronary/12052, artery/12061								
14997857.txt	Coronary artery	RID28727	RID28727		Coronary/12052, artery/12061								
14997857.txt	calcium scores	RID28808	RID28808		calcium/12068, scores/12076								
14997857.txt	major	RID5692	RID5692		major/12094								
14997857.txt	patients	RID49815	RID49815		patients/12188								
14997857.txt	coronary coronary artery coronary	RID35862	RID35862		coronary/12202, coronary/12277, artery/12286, coronary/12390								
14997857.txt	coronary coronary artery coronary	RID28727	RID28727		coronary/12202, coronary/12277, artery/12286, coronary/12390								
14997857.txt	calcium scores	RID28808	RID28808		calcium/12211, scores/12219								
14997857.txt	median	RID5846	RID5846		median/12236								
14997857.txt	death	RID34658	RID34658		death/12266								
14997857.txt	myocardial infarction	RID3236	RID3236		myocardial/12304, infarction/12315								
14997857.txt	calcium score	RID28808	RID28808		calcium/12479, score/12487								
14997857.txt	upper	RID46057	RID46057		upper/12557								
14997857.txt	myocardial infarction	RID3236	RID3236		myocardial/12643, infarction/12654								
14997857.txt	death	RID34658	RID34658		death/12672								
14997857.txt	coronary artery	RID35862	RID35862		coronary/12683, artery/12692								
14997857.txt	coronary artery	RID28727	RID28727		coronary/12683, artery/12692								
14997857.txt	patients high risk	RID49816	RID49816		patients/12742, high/12754, risk/12759								
14997857.txt	assess	RID36026	RID36026		assess/12821								
14997857.txt	calcium scores	RID28808	RID28808		calcium/12957, scores/12965								
14997857.txt	increased	RID36043	RID36043		increased/13002								
14997857.txt	stenoses	RID5016	RID5016		stenoses/13029								
14997857.txt	al	RID11786	RID11786		al/13069								
14997857.txt	11	RID6016	RID6016		11/13072								
14997857.txt	follow up	RID35965	RID35965		follow/13080, up/13087								
14997857.txt	calcium score	RID28808	RID28808		calcium/13147, score/13155								
14997857.txt	myocardial infarction	RID3236	RID3236		myocardial/13235, infarction/13246								
14997857.txt	death	RID34658	RID34658		death/13260								
14997857.txt	coronary artery	RID35862	RID35862		coronary/13271, artery/13280								
14997857.txt	coronary artery	RID28727	RID28727		coronary/13271, artery/13280								
14997857.txt	high risk	RID46067	RID46067		high/13381, risk/13386								
14997857.txt	calcium scores	RID28808	RID28808		calcium/13448, scores/13456								
14997857.txt	inadequate	RID39106	RID39106		inadequate/13594								
14997857.txt	tests	RID6784	RID6784		tests/13624								
14997857.txt	al	RID11786	RID11786		al/13654								
14997857.txt	coronary artery	RID35862	RID35862		coronary/13705, artery/13714								
14997857.txt	coronary artery	RID28727	RID28727		coronary/13705, artery/13714								
14997857.txt	calcium scores	RID28808	RID28808		calcium/13721, scores/13729								
14997857.txt	known	RID39120	RID39120		known/13809								
14997857.txt	major	RID5692	RID5692		major/13829								
14997857.txt	markers	RID49905	RID49905		markers/13840								
14997857.txt	increased	RID36043	RID36043		increased/13884								
14997857.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/13894, plaque/13910								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/13961, artery/13970, calcification/13977								
14997857.txt	amount	RID5761	RID5761		amount/14010								
14997857.txt	atherosclerotic plaque	RID3290	RID3290		atherosclerotic/14020, plaque/14036								
14997857.txt	reduces	RID49912	RID49912		reduces/14044								
14997857.txt	computed tomography	RID10321	RID10321		computed/14176, tomography/14185								
14997857.txt	small	RID5774	RID5774		small/14204								
14997857.txt	follow up	RID35965	RID35965		follow/14243, up/14250								
14997857.txt	tests	RID6784	RID6784		tests/14368								
14997857.txt	without	RID49854	RID49854		without/14374								
14997857.txt	indication	RID49442	RID49442		indication/14392								
14997857.txt	computed tomography	RID10321	RID10321		computed/14454, tomography/14463								
14997857.txt	low	RID46059	RID46059		low/14477								
14997857.txt	high risk	RID46067	RID46067		high/14545, risk/14550								
14997857.txt	groups	RID5700	RID5700		groups/14754								
14997857.txt	computed tomography	RID10321	RID10321		computed/14800, tomography/14809								
14997857.txt	average	RID39165	RID39165		average/14859								
14997857.txt	carotid artery	RID38751	RID38751		carotid/14867, artery/14875								
14997857.txt	carotid artery	RID584	RID584		carotid/14867, artery/14875								
14997857.txt	ultrasound	RID10326	RID10326		ultrasound/14885								
14997857.txt	invasive	RID5680	RID5680		invasive/14950								
14997857.txt	superior	RID5822	RID5822		superior/14974								
14997857.txt	lower	RID46058	RID46058		lower/15000								
14997857.txt	assessment	RID36026	RID36026		assessment/15024								
14997857.txt	calcium scores	RID28808	RID28808		calcium/15161, scores/15169								
14997857.txt	high risk	RID46067	RID46067		high/15242, risk/15247								
14997857.txt	follow up	RID35965	RID35965		follow/15423, up/15430								
14997857.txt	ages	RID11854	RID11854		ages/15503								
14997857.txt	class	Class	Class		class/15548								
14997857.txt	middle	RID5974	RID5974		middle/15555								
14997857.txt	class	Class	Class		class/15562								
14997857.txt	comparison	RID28483	RID28483		comparison/15582								
14997857.txt	calcium scores	RID28808	RID28808		calcium/15605, scores/15613								
14997857.txt	US	RID10326	RID10326		US/15658								
14997857.txt	coronary artery calcification	RID50146	RID50146		coronary/15782, artery/15791, calcification/15798								
14997857.txt	process	RID39128	RID39128		process/15883								
14997857.txt	limitations	RID5684	RID5684		limitations/15909								
14997857.txt	middle	RID5974	RID5974		middle/15957								
14997857.txt	class	Class	Class		class/15964								
14997857.txt	both	RID5770	RID5770		both/16054								
14997857.txt	classes	Class	Class		classes/16093								
15340672.txt	changes	RID45838	RID45838		changes/42								
15340672.txt	changes	RID49896	RID49896		changes/42								
15340672.txt	right ventricle	RID1389	RID1389		right/57, ventricle/63								
15340672.txt	atresia	RID3735	RID3735		atresia/86								
15340672.txt	intact	RID39115	RID39115		intact/99								
15340672.txt	ventricular septum	RID1404	RID1404		ventricular/106, septum/118								
15340672.txt	procedures	RID1559	RID1559		procedures/194								
15340672.txt	axial projections	RID10514	RID10514		axial/283, projections/289								
15340672.txt	patients ages	RID13163	RID13163		patients/304, ages/318								
15340672.txt	confidence	RID29	RID29		confidence/459								
15340672.txt	mean	RID39224	RID39224		mean/524								
15340672.txt	deviation	RID10445	RID10445		deviation/542								
15340672.txt	multiple	RID5765	RID5765		multiple/556								
15340672.txt	regression	RID11521	RID11521		regression/565								
15340672.txt	Patients	RID49815	RID49815		Patients/628								
15340672.txt	groups	RID5700	RID5700		groups/657								
15340672.txt	morphology	RID28825	RID28825		morphology/690								
15340672.txt	right ventricle	RID1389	RID1389		right/708, ventricle/714								
15340672.txt	tricuspid valve	RID1397	RID1397		tricuspid/836, valve/846								
15340672.txt	diameter	RID13432	RID13432		diameter/852								
15340672.txt	atresia	RID3735	RID3735		atresia/942								
15340672.txt	valve	RID5549	RID5549		valve/958								
15340672.txt	all	RID5769	RID5769		all/967								
15340672.txt	all	RID5769	RID5769		all/999								
15340672.txt	cavitary	RID7475	RID7475		cavitary/1038								
15340672.txt	all	RID5769	RID5769		all/1094								
15340672.txt	retrograde	RID13046	RID13046		retrograde/1125								
15340672.txt	aorta	RID480	RID480		aorta/1157								
15340672.txt	flow	RID13035	RID13035		flow/1167								
15340672.txt	aorta	RID480	RID480		aorta/1179								
15340672.txt	patients	RID49815	RID49815		patients/1191								
15340672.txt	all	RID5769	RID5769		all/1215								
15340672.txt	patients	RID49815	RID49815		patients/1249								
15340672.txt	Moderate	RID5672	RID5672		Moderate/1338								
15340672.txt	severe	RID5673	RID5673		severe/1349								
15340672.txt	regurgitation	RID39238	RID39238		regurgitation/1366								
15340672.txt	angle	RID39533	RID39533		angle/1442								
15340672.txt	descending aorta	RID481	RID481		descending/1483, aorta/1494								
15340672.txt	tricuspid valve	RID1397	RID1397		tricuspid/1625, valve/1635								
15340672.txt	diameter	RID13432	RID13432		diameter/1641								
15340672.txt	angle	RID39533	RID39533		angle/1658								
15340672.txt	descending aorta	RID481	RID481		descending/1703, aorta/1714								
15340672.txt	morphology	RID28825	RID28825		morphology/1792								
15340672.txt	patients	RID49815	RID49815		patients/1806								
15340672.txt	atresia	RID3735	RID3735		atresia/1830								
15340672.txt	intact	RID39115	RID39115		intact/1843								
15340672.txt	ventricular septum	RID1404	RID1404		ventricular/1850, septum/1862								
15340672.txt	all	RID5769	RID5769		all/1894								
15340672.txt	procedures	RID1559	RID1559		procedures/1969								
15340672.txt	atresia	RID3735	RID3735		atresia/2001								
15340672.txt	congenital disease	RID35738	RID35738		congenital/2029, disease/2046								
15340672.txt	heart disease	RID3234	RID3234		heart/2040, disease/2046								
15340672.txt	atresia	RID3735	RID3735		atresia/2173								
15340672.txt	intact	RID39115	RID39115		intact/2186								
15340672.txt	ventricular septum	RID1404	RID1404		ventricular/2193, septum/2205								
15340672.txt	first	RID5996	RID5996		first/2225								
15340672.txt	report	RID28487	RID28487		report/2231								
15340672.txt	atresia	RID3735	RID3735		atresia/2308								
15340672.txt	intact	RID39115	RID39115		intact/2321								
15340672.txt	ventricular septum	RID1404	RID1404		ventricular/2328, septum/2340								
15340672.txt	neonatal	RID34494	RID34494		neonatal/2397								
15340672.txt	third	RID6000	RID6000		third/2440								
15340672.txt	heart disease	RID3234	RID3234		heart/2449, disease/2455								
15340672.txt	fully	RID5689	RID5689		fully/2498								
15340672.txt	researchers	RID35966	RID35966		researchers/2530								
15340672.txt	abnormalities	RID28453	RID28453		abnormalities/2635								
15340672.txt	coronary arteries right	RID544	RID544		coronary/2701, arteries/2710, right/2727								
15340672.txt	right ventricle	RID1389	RID1389		right/2727, ventricle/2733								
15340672.txt	first	RID5996	RID5996		first/2792								
15340672.txt	surgical approach	RID6417	RID6417		surgical/2798, approach/2807								
15340672.txt	atresia	RID3735	RID3735		atresia/2829								
15340672.txt	intact	RID39115	RID39115		intact/2842								
15340672.txt	ventricular septum	RID1404	RID1404		ventricular/2849, septum/2861								
15340672.txt	al	RID11786	RID11786		al/2941								
15340672.txt	treatment	RID8	RID8		treatment/2963								
15340672.txt	morphology	RID28825	RID28825		morphology/3003								
15340672.txt	treatment	RID8	RID8		treatment/3019								
15340672.txt	infants	RID5643	RID5643		infants/3086								
15340672.txt	right	RID5825	RID5825		right/3099								
15340672.txt	normal	RID13173	RID13173		normal/3127								
15340672.txt	procedures	RID1559	RID1559		procedures/3157								
15340672.txt	techniques order	RID10382	RID10382		techniques/3253, order/3267								
